class,score
n01531178_1869,6.03180815232918E-05
n01531178_18728,0.027673028409481
n01531178_18772,0.000488638703246
n01531178_18773,0.000369599700207
n01531178_18788,0.019748613238335
n01531178_18794,0.000560603337362
n01531178_18831,0.001053612446412
n01531178_18871,9.53628841671161E-05
n01531178_18874,0.003871328663081
n01531178_18952,0.000776585307904
n01531178_18980,5.36440347786993E-06
n01531178_19007,0.017730897292495
n01531178_19021,3.83846527256537E-05
n01531178_19053,0.006414064671844
n01531178_19054,0.006401864811778
n01531178_19096,0.000454441760667
n01531178_19111,0.004931666888297
n01531178_19146,0.002207820303738
n01531178_19169,0.000233742102864
n01531178_19175,0.302461981773376
n01531178_19190,0.01496434956789
n01531178_19247,0.000410949171055
n01531178_19248,0.001833664020523
n01531178_1928,8.70223993842956E-06
n01531178_19285,0.027569126337767
n01531178_19291,0.000406540231779
n01531178_1930,0.000448722275905
n01531178_19367,0.000256505503785
n01531178_19387,0.000323004991515
n01531178_1939,0.01444008294493
n01531178_19393,0.001551020657644
n01531178_19398,0.00010203794227
n01531178_19401,0.004973421338946
n01531178_19416,5.9604627722365E-07
n01531178_19431,0.00192159449216
n01531178_19439,0.706984162330627
n01531178_19471,0.002334252465516
n01531178_1948,0.584976255893707
n01531178_19518,0.003675730433315
n01531178_19626,9.53669768932741E-06
n01531178_19636,0.001845682039857
n01531178_19647,2.02653736778302E-05
n01531178_19713,0.000147331826156
n01531178_19769,0.043690875172615
n01531178_19786,0.013928825967014
n01531178_1980,2.98022769129602E-06
n01531178_19802,0.003498625708744
n01531178_19882,0.005442682188004
n01531178_19916,8.46350158099085E-05
n01531178_19945,0.00019643761334
n01531178_19955,0.000281056010863
n01531178_1996,0.0262451749295
n01531178_19971,0.012767360545695
n01531178_19985,0.040218900889158
n01531178_19988,0.001741798827425
n01531178_19992,0.046462375670672
n01531178_2002,0.005918003618717
n01531178_20037,1.29937279780279E-05
n01531178_20044,0.001354729989544
n01531178_20104,0.000282128574327
n01531178_20110,0.006711796391755
n01531178_20112,0.052772849798203
n01531178_20132,0.129118144512176
n01531178_20188,0.000491974933539
n01531178_20189,2.0101490020752
n01531178_20191,0.003282636869699
n01531178_20193,0.000827327778097
n01531178_20206,0.000548808136955
n01531178_20258,0.000245540984906
n01531178_20279,0.206958934664726
n01531178_20297,0.339341878890991
n01531178_20301,2.70601431111572E-05
n01531178_20318,0.01465860940516
n01531178_20325,0.042601186782122
n01531178_20365,0.000189048063476
n01531178_20399,0.282337665557861
n01531178_20407,0.000364356412319
n01531178_20434,0.000199774818611
n01531178_20442,1.66892868946888E-06
n01531178_20475,0.000345766369719
n01531178_20479,0.000104779479443
n01531178_20485,0.003969409968704
n01531178_20499,0.000371387170162
n01531178_20511,0.120996095240116
n01531178_20538,0.000260438391706
n01531178_20547,7.31918262317777E-05
n01531178_2056,0.000559173640795
n01531178_2059,7.09270098013803E-05
n01531178_20616,0.006216594018042
n01531178_20641,0.000452654407127
n01531178_20659,0.018710078671575
n01531178_20660,0.000161038784427
n01531178_20730,0.000920587102883
n01531178_20743,0.000548212439753
n01531178_20745,0.007733879145235
n01531178_20793,0.000382469472243
n01531178_2080,0.009690269827843
n01531178_20816,2.39607797993813E-05
n01531178_20833,3.64092636108398
n01531178_2084,0.000182611955097
n01531178_20849,0.020694643259049
n01531178_2087,0.006754423957318
n01531178_20907,0.000205376520171
n01531178_20910,0.000281890243059
n01531178_20940,0.004193085711449
n01531178_20999,0.002740082796663
n01531178_2100,0.023505840450525
n01531178_21041,0.000315258861519
n01531178_21051,0.059235442429781
n01531178_2110,0.098633319139481
n01531178_21119,0.007298592012376
n01531178_21120,0.058245573192835
n01531178_21133,0.004506194964051
n01531178_21137,0.002917916048318
n01531178_21145,0.000418575422373
n01531178_21189,0.141790151596069
n01531178_21208,0.000961913785432
n01531178_21232,3.21864558827656E-06
n01531178_21264,0.000203111994779
n01531178_21267,7.66486336942762E-05
n01531178_21284,0.000795286498033
n01531178_21354,0.143495619297028
n01531178_21356,0.112913928925991
n01531178_21391,2.56296680163359E-05
n01531178_2141,0.001554710441269
n01531178_21417,0.00035458477214
n01531178_21427,0.01046986784786
n01531178_21482,0.004142869729549
n01531178_21528,0.000216699001612
n01531178_2157,3.09943675347313E-06
n01531178_21594,6.96158022037707E-05
n01531178_21617,1.04903629107866E-05
n01531178_21629,0.002606924856082
n01531178_21659,6.49669527774677E-05
n01531178_21662,7.02118049957789E-05
n01531178_21677,7.59334361646324E-05
n01531178_21679,0.017635444179177
n01531178_2173,0.800681531429291
n01531178_2177,3.06363181152847E-05
n01531178_21882,0.01351410523057
n01531178_21903,0.162366971373558
n01531178_21904,0.000479225709569
n01531178_21906,0.002528210636228
n01531178_21940,0.141710802912712
n01531178_21958,0.047958485782147
n01531178_22030,0.085454553365707
n01531178_22082,0.018136732280254
n01531178_22086,0.000626963505056
n01531178_22089,0.000537846877705
n01531178_22094,0.001519002602436
n01531178_22109,0.392840653657913
n01531178_22113,0.000458969618194
n01531178_22122,0.013432716019452
n01531178_22142,0.000427512335591
n01531178_22173,0.1062191426754
n01531178_22191,0.001125893671997
n01531178_22240,0.006776565685868
n01531178_22241,0.000129691296024
n01531178_22301,0.002035928191617
n01531178_22307,0.000754905864596
n01531178_22350,0.004454808309674
n01531178_2238,0.000555480190087
n01531178_22384,0.707263588905335
n01531178_22392,0.000304771703668
n01531178_22464,0.002124316524714
n01531178_22481,0.032152317464352
n01531178_2251,0.004353925585747
n01531178_2252,0.105475679039955
n01531178_22528,0.005632719490677
n01531178_22534,0.00016759421851
n01531178_2254,12.1128196716309
n01531178_22551,0.036140684038401
n01531178_22562,0.175208866596222
n01531178_22566,0.00834596529603
n01531178_22575,0.003942337818444
n01531178_22584,0.000106925013824
n01531178_2264,0.00217725080438
n01531178_22646,0.00234852405265
n01531178_22647,0.430116176605225
n01531178_22653,0.213787958025932
n01531178_22656,6.63973696646281E-05
n01531178_22657,0.0008540081908
n01531178_22660,0.000255194521742
n01531178_2267,0.000122658835608
n01531178_22695,8.53502060635947E-05
n01531178_2270,0.089181549847126
n01531178_22706,0.595801711082459
n01531178_22719,0.00506416009739
n01531178_22725,0.000538323423825
n01531178_2277,2.25303010665812E-05
n01531178_22770,0.002157385926694
n01531178_22795,0.000659605837427
n01531178_22809,0.108053416013718
n01531178_22828,0.038790054619312
n01531178_22852,8.85685803950764E-05
n01531178_22871,0.002544857561588
n01531178_22907,0.197741135954857
n01531178_22910,0.242648601531982
n01531178_22939,0.00663672061637
n01531178_22955,0.007474078331143
n01531178_22967,0.000256267143413
n01531178_22971,0.006047285161912
n01531178_22972,0.000438832299551
n01531178_23012,0.000956435455009
n01531178_23017,0.006082713603973
n01531178_2304,0.000118487012514
n01531178_23079,0.007095969282091
n01531178_23108,0.020948231220245
n01531178_23121,0.000624699925538
n01531178_23132,0.005249999929219
n01531178_23146,0.003306400263682
n01531178_23153,3.59442448616028
n01531178_23158,2.42735528945923
n01531178_23173,0.005457146558911
n01531178_23185,0.015627305954695
n01531178_23191,4.82785981148481E-05
n01531178_232,0.000162945827469
n01531178_23204,0.000504366471432
n01531178_23205,0.026402274146676
n01531178_23216,1.70916843414307
n01531178_23227,4.82785981148481E-05
n01531178_2323,0.00028057929012
n01531178_23232,0.011929242871702
n01531178_23237,0.00045908879838
n01531178_2326,9.33365154196508E-05
n01531178_23262,5.29817676544189
n01531178_23266,0.000732630258426
n01531178_23267,0.218083545565605
n01531178_23272,0.034818828105927
n01531178_2330,3.85038583772257E-05
n01531178_23318,0.088868454098702
n01531178_23327,0.000103349113488
n01531178_23340,0.081735692918301
n01531178_23348,0.000165448800544
n01531178_23351,0.014053549617529
n01531178_2336,0.001607555779628
n01531178_23363,0.00028522714274
n01531178_23367,0.023049991577864
n01531178_23376,0.000734059722163
n01531178_23383,0.000698203453794
n01531178_23398,0.000795882020611
n01531178_23406,1.60931249411078E-05
n01531178_2341,0.001851036562584
n01531178_23475,0.000487089710077
n01531178_2349,0.001985722919926
n01531178_23527,0.06714228540659
n01531178_23603,1.40665970320697E-05
n01531178_23644,0.001293537439778
n01531178_23828,0.010874179191887
n01531178_23839,0.000804458279163
n01531178_23845,0.000790760095697
n01531178_23889,1.91640973091126
n01531178_23938,0.002080063801259
n01531178_23939,0.000283558707451
n01531178_24081,7.66486336942762E-05
n01531178_2421,0.042638313025236
n01531178_24225,0.002191524719819
n01531178_24370,1.91380286216736
n01531178_24409,1.50202577060554E-05
n01531178_24429,0.016181094571948
n01531178_2446,1.25168971862877E-05
n01531178_24471,2.68217299890239E-05
n01531178_24511,0.000931544229388
n01531178_24532,0.00017701012257
n01531178_24605,0.001392586505972
n01531178_24635,0.033052902668715
n01531178_24718,3.45706348525709E-06
n01531178_24748,0.00055023789173
n01531178_24753,0.00129401369486
n01531178_24831,2.26495085371425E-05
n01531178_24839,0.000542612629943
n01531178_2485,8.88069771463051E-05
n01531178_24858,0.00017557987303
n01531178_24862,0.000376749580028
n01531178_2487,0.026741934940219
n01531178_24889,0.002618933562189
n01531178_24930,0.000331942777848
n01531178_2494,0.001323181786574
n01531178_25001,0.498086273670197
n01531178_25014,6.15101016592234E-05
n01531178_25085,0.028897928074002
n01531178_25256,0.001567922066897
n01531178_2526,0.001242223428562
n01531178_25298,0.00497887795791
n01531178_25327,0.002163452329114
n01531178_25336,0.003009910928085
n01531178_25353,0.006549085490406
n01531178_25383,0.004208518192172
n01531178_25397,0.003505159402266
n01531178_2543,0.001448535360396
n01531178_25487,0.000225399358897
n01531178_25562,0.000370791356545
n01531178_2559,4.41064657934476E-05
n01531178_25614,0.00038521020906
n01531178_25661,2.46760191657813E-05
n01531178_25673,0.000119202188216
n01531178_25678,1.32321438286453E-05
n01531178_25679,0.040034178644419
n01531178_25736,0.060185499489307
n01531178_25889,4.11263608839363E-05
n01531178_25944,0.003794732736424
n01531178_2600,0.004418016877025
n01531178_26007,0.094454132020474
n01531178_2609,0.599932968616486
n01531178_26097,0.002746145706624
n01531178_261,0.004186912905425
n01531178_26115,2.93482565879822
n01531178_26166,0.000545829534531
n01531178_26178,0.010220925323665
n01531178_26216,0.000150430802023
n01531178_26229,0.00013648532331
n01531178_26235,1.97885456145741E-05
n01531178_26268,0.000106448227598
n01531178_26279,1.34705587697681E-05
n01531178_26290,0.064452849328518
n01531178_26327,0.01209909003228
n01531178_26340,0.079826384782791
n01531178_26350,0.001339848851785
n01531178_26424,0.017111640423536
n01531178_26491,0.001750961993821
n01531178_2651,0.000320740742609
n01531178_26519,1.37599539756775
n01531178_26526,0.00018285033002
n01531178_26557,0.040650852024555
n01531178_26559,0.000137438866659
n01531178_2656,0.000445028446848
n01531178_2662,0.001548640197143
n01531178_26726,1.29937279780279E-05
n01531178_26860,2.95634672511369E-05
n01531178_26869,0.000135889349622
n01531178_26893,0.000131717592012
n01531178_26930,0.299915611743927
n01531178_2694,0.020745670422912
n01531178_26977,0.000405586964916
n01531178_26995,4.54912614822388
n01531178_27005,6.79469885653816E-05
n01531178_27032,0.000276050617686
n01531178_2722,0.001141849672422
n01531178_2725,0.002758271759376
n01531178_27392,1.13248179332004E-05
n01531178_274,0.017191674560309
n01531178_27457,0.005671007093042
n01531178_27721,0.000126115468447
n01531178_278,9.1786940174643E-05
n01531178_27880,0.00194895954337
n01531178_27932,3.58813522325363E-05
n01531178_27998,0.001682891161181
n01531178_28153,3.86230640287977E-05
n01531178_2818,0.00037651124876
n01531178_28252,0.001342944218777
n01531178_28266,5.37619453098159E-05
n01531178_28416,3.31741714477539
n01531178_28424,0.000194769003429
n01531178_2843,0.051016625016928
n01531178_2861,7.83174327807501E-05
n01531178_28635,2.64641112153186E-05
n01531178_2870,0.000109904925921
n01531178_2889,0.122422583401203
n01531178_2899,1.80004408321111E-05
n01531178_29019,8.4638240878121E-06
n01531178_2908,0.005842157173902
n01531178_291,0.013377903960645
n01531178_2911,0.011893432587385
n01531178_29200,6.92581961629912E-05
n01531178_29242,0.004049910698086
n01531178_29276,0.000140776261105
n01531178_29444,5.50731747352984E-05
n01531178_29458,6.56821648590267E-05
n01531178_2952,0.002007018774748
n01531178_29584,0.000268542469712
n01531178_2976,0.002406797837466
n01531178_2985,0.001488292822614
n01531178_29974,0.001941583002917
n01531178_2998,0.002525594551116
n01531178_3000,0.003724900772795
n01531178_30004,2.26497400035441E-06
n01531178_30059,0.263584464788437
n01531178_30060,0.000452654407127
n01531178_30089,2.14576493817731E-06
n01531178_30112,0.569024741649628
n01531178_30265,0.030287191271782
n01531178_30273,0.009919633157551
n01531178_3033,0.041104700416327
n01531178_3037,0.000312160409521
n01531178_3039,0.000480774673633
n01531178_3048,0.002606687135994
n01531178_3062,0.006995471194386
n01531178_30640,0.000801003945526
n01531178_3079,0.011517108418048
n01531178_3090,2.68217299890239E-05
n01531178_3112,0.000607067835517
n01531178_31199,0.000501268601511
n01531178_3140,0.000491855782457
n01531178_3149,0
n01531178_3153,0.115977056324482
n01531178_3156,2.00706315040588
n01531178_3171,0.002434744266793
n01531178_31715,4.06495419156272E-05
n01531178_31754,0.002052821218967
n01531178_31783,1.40665970320697E-05
n01531178_3183,0.002070665825158
n01531178_31906,0.000578951090574
n01531178_31912,0.026408080011606
n01531178_3199,0.001483650528826
n01531178_3210,0.003313648048788
n01531178_3216,0.002676597097889
n01531178_3231,0.003293211571872
n01531178_3260,0.00036256891326
n01531178_32624,0.001043371274136
n01531178_3265,2.22698974609375
n01531178_3268,0.000151503525558
n01531178_328,0.000454322580481
n01531178_32954,0.00196680589579
n01531178_32957,0.001292942208238
n01531178_33011,3.52853276126552E-05
n01531178_3307,0.007692712824792
n01531178_33351,0.233674541115761
n01531178_33433,0.463942527770996
n01531178_3364,1.21592738651088E-05
n01531178_3381,0.000961556506809
n01531178_3406,0.00303914793767
n01531178_341,0.00049507280346
n01531178_3410,0.000120751719805
n01531178_3411,0.000329440197675
n01531178_34260,0.096803970634937
n01531178_3442,5.96044674239238E-06
n01531178_3446,0.000269853422651
n01531178_3467,0.231740489602089
n01531178_34907,0.013674746267498
n01531178_3495,0.000329201866407
n01531178_350,0.275956571102142
n01531178_3510,0.335996210575104
n01531178_3536,0.085120253264904
n01531178_354,0.000675688323099
n01531178_3567,0.001044562086463
n01531178_35983,0.138810694217682
n01531178_3600,0.002402159851044
n01531178_3630,0.000698084302712
n01531178_3663,0.004039700143039
n01531178_3671,0.09364378452301
n01531178_368,5.12598626301042E-06
n01531178_36934,7.33110282453708E-05
n01531178_3698,0.000798740773462
n01531178_371,0.001297466340475
n01531178_37100,4.92322251375299E-05
n01531178_3721,0.000403799524065
n01531178_3728,0.017923062667251
n01531178_3733,0.000247447867878
n01531178_37595,6.70929193496704
n01531178_3760,0.036164481192827
n01531178_3762,8.59462015796453E-05
n01531178_3763,0.029162179678679
n01531178_3769,0.000131360007799
n01531178_37843,1.27553130369051E-05
n01531178_3792,0.005857564043254
n01531178_38008,1.19209282445354E-07
n01531178_382,0.020338673144579
